Id,Name,Zipcode Address,Address,State,Phone Number,Town,Lat,Lng,Link,Category,Zipcode,Business Name,Latitude,Longitude,Website
287,Chino Grande,,"253 Grand Street, Brooklyn, NY 11211, USA",New York,(917) 909 0466,Brooklyn,40.7135,-73.95855,https://chinograndenyc.com/,Bar/Restaurant,,,,,
288,Colonia Verde,,"219 DeKalb Ave, Brooklyn, NY 11205, USA",New York,(347) 689 4287,Brooklyn,40.68969,-73.970705,https://www.coloniaverdenyc.com/,Bar/Restaurant,,,,,
289,Comodo at The Freehand,,"23 Lexington Ave, New York, NY 10010, USA",New York,(212) 475 1922,Mahattan,40.7396,-73.9843,https://comodonyc.com/,Bar/Restaurant,,,,,
290,Convive Wine & Spirits,,"196 Avenue A, New York, NY 10009",New York,(917) 383 2111,Manhattan,40.729141,-73.980988,https://www.convivewines.com/,Retail Store,,,,,
291,Dandy Wine & Spirits,,"37 S 4th St, Brooklyn, NY 11249, USA",New York,(718) 599 1422,Brooklyn,40.71315,-73.9665,https://www.dandywineshop.com/,Retail Store,,,,,
292,Dawa's,,"51-18 Skillman Ave, Woodside, NY 11249, USA",New York,(718) 899 8629,Brooklyn,40.745765,-73.912695,https://www.dawasnyc.com/,Bar/Restaurant,,,,,
293,Drink Chatham,,"15 Dardess Dr, Chatham, NY 12037",New York,(518) 392 7031,Upstate,42.34992,-73.60526,https://drinkchathamny.com/,Retail Store,,,,,
294,Drink PLG,,"492 Flatbush Ave, Brooklyn, NY 112055, USA",New York,(718) 856 0840,Brooklyn,40.66209,-73.96198,https://www.drinkplg.com/,Retail Store,,,,,
295,El PingÃÂ¼ino,,"25 Greenpoint Ave, Brooklyn, NY 11222",New York,(347) 463 9509,Brooklyn,40.72991,-73.95978,https://www.pinguinogreenpoint.com/,Bar/Restaurant,,,,,
296,Ellen's Wine & Spirits,,"50-05 Metropolitan Ave, Queens, NY 11385",New York,(929) 614 7310,Queens,40.71391,-73.9161,https://ellenswinesspirits.com/,Retail Store,,,,,
297,Ester Wine & Spirits,,"57 Front St, Kingston, NY 12401, USA",New York,(845) 331 1921,Upstate,41.935275,-74.021135,https://www.esterwine.com/,Retail Store,,,,,
298,Everything's Jake,,"54 E 13th St, New York, NY 10003",New York,(212) 923 0584,Manhattan,40.734169,-73.991638,https://everythingsjake.com/,Bar/Restaurant,,,,,
299,Extra Extra,,"549 W Utica St, Buffalo, NY 14213",New York,(716) 248 2994,Upstate,42.91159,-78.88728,https://www.extraextrapizza.com/,Bar/Restaurant,,,,,
300,Fermented Grapes,,"651 Vanderbilt Ave, Brooklyn, NY 11238",New York,(718) 230 3216,Brooklyn,40.67734,-73.96862,https://fermentedbk.com/,Retail Store,,,,,
301,Fiasco! Wine & Spirits,,"1148 Union St, Brooklyn, NY 11225, USA",New York,(347) 365 2042,Brooklyn,40.66902,-73.95365,https://fiascobk.com/,Retail Store,,,,,
302,Flatiron Wine & Spirits,,"873 Broadway, New York, NY 10003",New York,(212) 477 1315,Manhattan,40.738159,-73.990417,https://nyc.flatiron-wines.com/,Retail Store,,,,,
303,Franklin Wine & Spirits,,"608 Franklin Ave, Brooklyn, NY 11238, USA",New York,(718) 857 7778,Brooklyn,40.67741,-73.95568,https://608franklinwines.com/,Retail Store,,,,,
304,Gabriel Kreuther,,"41 W 42nd St, New York, NY 10036",New York,(212) 257-5826,New York,40.7544,-73.981,https://www.gknyc.com/,Bar/Restaurant,,,,,
305,Gaskins,,"2 Church Ave, Germantown, NY 12526, USA",New York,(518) 537 2107,Upstate,42.13226,-73.88051,https://www.gaskinsny.com/,Bar/Restaurant,,,,,
306,Grapefruit Wines,,"127 Warren St, Hudson, NY 12534, USA",New York,(518) 697 6121,Upstate,42.25472,-73.79378,https://www.grapefruitwines.com/,Retail Store,,,,,
307,Heritgage Wines,,"237 DeKalb Ave, Brooklyn, NY 11205",New York,,Brooklyn,40.6897,-73.96976,https://heritagewinesnyc.com/,Retail Store,,,,,
308,Hotel Delmano,,"82 Berry St, Brooklyn, NY 11211, USA",New York,(718) 387 1945,Brooklyn,40.71975,-73.958075,https://www.hoteldelmano.com/,Bar/Restaurant,,,,,
309,Hotel Kinsley,,"301 Wall St, Kingston, NY 12401, USA",New York,(845) 768 3620,Upstate,41.93391,-74.019925,https://www.hotelkinsley.com/,Bar/Restaurant,,,,,
310,Hurley Wine & Liquor Market,,"294 NY-375, West Hurley, NY 12491",New York,(845) 679-8428,Upstate,42.0084,-74.1235,https://www.hurleywineandliquor.com,Retail Store,,,,,
311,Kingston Wine Co.,,"65 Broadway, Kingston, NY 12401, USA",New York,(845) 340 9463,Upstate,41.91951,-73.984765,https://www.kingstonwine.com/,Retail Store,,,,,
312,KIT,,"657 Washington Ave, Brooklyn, NY 11238, USA",New York,(718) 636 2900,Brooklyn,40.6777,-73.96355,https://www.kitbklyn.com/,Bar/Restaurant,,,,,
313,La Meme Chose,,"116 Conselyea Street, Brooklyn, NY 11211",New York,,Brooklyn,40.715,-73.951,https://lamemechosewine.com/,Retail Store,,,,,
314,Leland Eating & Drinking House,,"755 Dean St, Brooklyn, NY 11238, USA",New York,(646) 470 7008,Brooklyn,40.679765,-73.965175,https://www.lelandbrooklyn.com/,Bar/Restaurant,,,,,
315,Leyanda,,"221 Smith St, Brooklyn, NY 11201",New York,(347) 987 3260,Brooklyn,40.68428,-73.99188,https://www.leyendabk.com/,Bar/Restaurant,,,,,
316,Lise & Vito,,"126A Nassau Ave, Greenpoint, Brooklyn, NY 11222",New York,,Brooklyn,40.7242,-73.9508,https://www.liseandvito.com/,Bar/Restaurant,,,,,
317,Main Wines & Liquors,,"440 Main St, New Rochelle, NY 10801",New York,(914) 632-2822,Upstate,40.911491,-73.782925,https://www.mainwinesusa.com,Retail Store,,,,,
318,Mansion Inn,,"801 NY-29, Rock City Falls, NY 12863",New York,(518) 885 1607,Upstate,43.06653,-73.92766,https://www.themansionsaratoga.com/,Bar/Restaurant,,,,,
319,Marlow & Sons,,"81 Broadway, Brooklyn, NY 11249",New York,(718) 384 1441,Brooklyn,40.71069,-73.96567,https://www.marlowandsons.com/,Bar/Restaurant,,,,,
320,Mile 303,,"416 Main St, Medina, NY 14103, USA",New York,(585) 206 1407,Upstate,43.22133,-78.38715,https://www.mile303.com/,Bar/Restaurant,,,,,
321,Mr. Melo,,"61 Withers St, Brooklyn, NY 11211",New York,(347) 294-0758,Brooklyn,40.717339,-73.94824,https://www.mrmelobar.com,Bar/Restaurant,,,,,
322,Myrtle Wine & Spirits,,"166 Myrtle Ave, Brooklyn, NY 11201, USA",New York,(347) 422 0015,Brooklyn,40.69346,-73.98161,https://www.myrtlewines.com/,Retail Store,,,,,
323,Noble Root Wine & Spirits,,"515 Main St, Buffalo, NY 14203, USA",New York,(716) 218 9851,Upstate,42.88768,-78.873417,https://www.nobleroot716.com/,Retail Store,,,,,
324,Oddly Enough,,"397 Tompkins Ave, Brooklyn, NY 11216, USA",New York,(929) 385 4920,Brooklyn,40.68386,-73.94387,https://www.oddlyenoughbar.com/,Bar/Restaurant,,,,,
325,Otway,,"930 Fulton St, Brooklyn, NY 11238, USA",New York,(917) 909 1889,Brooklyn,40.6827,-73.9638,https://www.otwaynyc.com/,Bar/Restaurant,,,,,
326,Padrona,,"17 N 4th St, Hudson, NY 12534, USA",New York,(518) 945 8224,Upstate,42.2517,-73.78818,https://www.instagram.com/padrona_hudson/,Bar/Restaurant,,,,,
327,Parlour Wine & Spirits,,"128 Nassau Ave, Brooklyn, NY 11222, USA",New York,(718) 349 8183,Brooklyn,40.724405,-73.94836,https://parlourwines.com/,Retail Store,,,,,
328,People's Wine Shop,,"115 Delancey St, New York, NY 10002, USA",New York,(212) 202 2550,Mahattan,40.71807,-73.987955,https://www.peoples.wine/,Retail Store,,,,,
329,Pinch Chinese,,"177 Prince St, New York, NY 10012",New York,(212) 328 7880,Manhattan,40.726452,-74.001801,https://www.pinchchinese.com/,Bar/Restaurant,,,,,
330,Pines Liquor Shop,,"57 Picketty Ruff Walk, Fire Island Pines, NY 11782",New York,(631) 597 6442,Long Island,40.66511,-73.06981,https://www.pinesliquorshop.com/,Retail Store,,,,,
331,Pinnacle Liquor,,"1720 Monroe Avenue, Rochester, NY 14618, USA",New York,(585) 271 4931,Upstate,43.13005,-77.56802,https://www.pinnacleliquor.com/,Retail Store,,,,,
332,Post,,"217 E 3rd St, New York, NY 10009",New York,(917) 261 2613,Manhattan,40.721675,-73.981848,https://www.post-nyc.com/,Bar/Restaurant,,,,,
333,Post Road Market,,"1000 Boston Post Road, Rye, NY 10580",New York,(914) 967-2276,Upstate,40.98177,-73.68335,https://postroadmarket.com,Retail Store,,,,,
334,Redhook Tavern,,"329 Van Brunt St, Brooklyn, NY 11231",New York,(917) 966 6094,Brooklyn,40.67783,-74.01203,https://www.redhooktavern.com/,Bar/Restaurant,,,,,
335,Reed Street Bottle Shop,,"34 Reed St, Coxsackie, NY 12051",New York,,Upstate,42.35154,-73.79689,https://www.reedstreetbottleshop.com/,Retail Store,,,,,
336,Roberta's,,"261 Moore St, Brooklyn, NY 11206, USA",New York,(718) 417 1118,Brooklyn,40.70517,-73.93352,https://www.robertaspizza.com/,Bar/Restaurant,,,,,
337,Rudy's Wine & Liquor,,"147 Main Street, Cooperstown, NY 13326",New York,(607) 547-8297,Upstate,42.6997,-74.9231,https://www.rudysliquor.com,Retail Store,,,,,
338,Sage Wine & Spirits,,"55 Front St, Ballston Spa, NY 12020",New York,(518) 490 2095,Upstate,42.989819,-73.851609,,Retail Store,,,,,
339,Savvy Sips,,"50 Main St, Irvington, NY 10533",New York,(914) 591 7477,Upstate,41.03941,-73.87001,https://www.savvysipsny.com/,Retail Store,,,,,
340,Simple Syrup,,"810 Nostrand Ave, Brooklyn, NY 11216, USA",New York,(347) 406 5336,Brooklyn,40.67102,-73.95054,https://www.simplesyrup.nyc/,Retail Store,,,,,
341,Sip Wines & Spirits,,"67 5th Ave, Brooklyn, NY 11217",New York,(718) 638 6105,Brooklyn,40.68059,-73.97733,,Retail Store,,,,,
342,Slope Celllars,,"436 7th Ave, Brooklyn, NY 11215",New York,(718) 369 7307,Brooklyn,40.6636,-73.98471,https://shop.slopecellars.com/,Retail Store,,,,,
343,Smith & Vine,,"317 Smith St, Brooklyn, NY 11231, USA",New York,(718) 243 2864,Brooklyn,40.68114,-73.994045,https://www.smithandvine.com/,Retail Store,,,,,
344,South Soho,,"191 Centre St, New York, NY 10013",New York,(646) 355 8693,Manhattan,40.71868,-73.99959,https://www.southsohobar.com/,Bar/Restaurant,,,,,
345,Ssel Rose,,"1 Delancey St, New York, NY 10002",New York,(646) 450 2557,Manhattan,40.71998,-73.99374,https://www.selrrose.com/,Bar/Restaurant,,,,,
346,Starr Wines,,"321 Starr St, G2 Brooklyn, NY 11237, USA",New York,(718) 301 8433,Brooklyn,40.70807,-73.92051,https://starrwinesbk.shopsettings.com/,Retail Store,,,,,
347,Stella's Juice Box,,"983 Manhattan Ave, Brooklyn, NY 11222",New York,(718) 383 1414,Brooklyn,40.7327,-73.95498,https://stellasjuicebox.com/,Retail Store,,,,,
348,Sunshine Co.,,"780 Washington Ave, Brooklyn, NY 11238",New York,(347) 750 5275,Brooklyn,40.674751,-73.963341,http://www.sunshinecobk.com/,Bar/Restaurant,,,,,
349,Swan Dive,,"289 Alexander St, Rochester, NY 14607, USA",New York,(585) 413 3306,Upstate,43.15386,-77.59539,https://www.swandiveroc.com/,Bar/Restaurant,,,,,
350,Table Wine,,"79-14 37th Ave, Jackson Heights, NY 11372",New York,(718) 478-9463,Brooklyn,40.7482,-73.8916,https://www.tablewine-ny.com,Retail Store,,,,,
351,Terry's West Village Wine & Spirits,,"35 Greenwich Ave, New York, NY 10014, USA",New York,(212) 255 0222,Mahattan,40.735115,-74.000455,https://www.terrysnyc.com/,Retail Store,,,,,
352,The Golden Swan,,"314 W 11th St, New York, NY 10014",New York,(212) 597 2681,Manhattan,40.735611,-74.006638,https://www.tgsnyc.com/,Bar/Restaurant,,,,,
353,The Mouzon House,,"1 York Street, Saratoga Springs, NY 12866",New York,(518) 226-0014,Upstate,43.0845,-73.7833,https://mouzonhouse.net,Bar/Restaurant,,,,,
354,The Natural Wine Co.,,"211 N 11th St, Brooklyn, NY 11211, USA",New York,(646) 397 9463,Brooklyn,40.71884,-73.9532,https://naturalwine.com/,Retail Store,,,,,
355,The Rockwell Place,,31 Rockwell Place ,New York,,Brooklyn,40.68906,-73.97918,https://therockwellplace.com/info,Bar/Restaurant,,,,,
356,The Spaniard,,"190 West 4th Street, New York, NY 10014",New York,(212) 918 1986,Manhattan,40.73304,-74.00222,https://www.thespaniardnyc.com/,Bar/Restaurant,,,,,
357,The Winey Neighbor,,"679 Washington Ave, Brooklyn, NY 11238, USA",New York,(347) 715 6693,Brooklyn,40.67685,-73.96342,https://wineyneighbor.com/,Retail Store,,,,,
358,Thirst Merchants,,"11 Greene Ave, Brooklyn, NY 11238",New York,(347) 762 5628,Brooklyn,40.68609,-73.97291,https://thirstmerchants.com/,Retail Store,,,,,
359,Tivoli Wine & Spirits,,"65 Broadway, Tivoli, NY 12583",New York,(845) 757 5400,Upstate,42.057273,-73.907936,,Retail Store,,,,,
360,Underground Bottle Shop,,"29 E Genesee St, Auburn, NY 13021, USA",New York,(315) 252 5696,Upstate,42.9335,-76.5614,http://www.undergroundbottleshop.com/,Retail Store,,,,,
361,Upstream Wine & Spirits,,"34 Main St, Livingston Manor, NY 12758",New York,(845) 439 1328,Upstate,41.90228,-74.8267,https://www.upstreamwine.com/,Retail Store,,,,,
362,Uptown Wine Shop,,"1361 Lexington Ave, New York, NY 10128",New York,(212) 289 6900,Manhattan,40.78216,-73.95341,https://uptownwineshop.com/,Retail Store,,,,,
363,Ursula,,"387A Nostrand Ave., Brooklyn, NY 11216",New York,,Brooklyn,40.68447,-73.95025,https://www.ursulabk.com/,Bar/Restaurant,,,,,
364,Valerie Bar,,"45 W 45th St, New York, NY 10036, USA",New York,(212) 302-4545,Manhattan,40.75611,-73.98136,https://www.valerienewyorkcity.com/,Bar/Restaurant,,,,,
365,Vanderbilt Ave Wine Merchants,,"573 Vanderbilt Ave, Brooklyn, NY 11238, USA",New York,(718) 398 1800,Brooklyn,40.68058,-73.96756,https://vwm.wine/,Retail Store,,,,,
366,Vines on Pine,,"814 W 187th St, New York, NY 10033",New York,(212) 923 0584,Manhattan,40.85525,-73.93763,https://www.vinesonpinenyc.com/,Retail Store,,,,,
367,Waterfront Wines,,"360 Furman St, Brooklyn, NY 11201",New York,(718) 246 5101,Brooklyn,40.693192,-73.99968,https://waterfrontwinesnyc.com/shop,Retail Store,,,,,
368,Wine & Liquor Shop of Malta,,"5 Kendall Way #4399, Ballston Spa, NY 12020",New York,(518) 899 4165,Upstate,42.973518,-73.793694,,Retail Store,,,,,
369,Wino(t),,"796 Franklin Ave, Brooklyn, NY 11238, USA",New York,(718) 576 6944,Brooklyn,40.671145,-73.957949,https://www.brooklynwinot.com/,Retail Store,,,,,
